Commune,Wilaya,Statut,Pop_1998,Pop_2008,Taux_Croissance,Pop_2026,Pop_Tahat_2008,Taux_Activite_2008,Indicateur_Jeunesse_2008,Pop_Active_Est_2026,Jeunesse_Scolarisee_Est_2026,Zone_Sismique,Coef_Acceleration,Nombre_Total_Polices_assurances_seismes,Bien immobilier,Installation commerciale,Installation industrielle,Nb_Zones_Industrielles,Nb_Zones_Activite,Descriptions_ZI,Nb_Agences_GAM,Nb_Agences_Concurrents_Total,Nb_Agences_SAA,Nb_Agences_ALLIANCE,Nb_Agences_AXA,Nb_Agences_CAAR,Nb_Agences_CAAT,Nb_Agences_CASH,Nb_Agences_CIAR,Nb_Agences_TRUST,Concurrents_Noms,Has_GAM,Nb_Agences_GAM2,Capacite_Agences_Theorique,Deficit_Agences,Chiffre_Affaires_Potentiel_DA,Probabilite_Succes_%,Score_IA_Predictif,Lat_Commune,Lon_Commune,ar_name,post_code,Rank_National,Rank_Wilaya
Ksar El Hirane,Laghouat,Commune,14910,23841,4.81,55494,11204.0,37.9,82.2,21032.0,45616.0,1.0,0.1,22.0,22.0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,3.0,3.0,15774000.000000002,45.38188416455945,43.93,33.7855481,3.119366,قصر الحيران,03002,81,2
Arzew,Oran,Commune,66720,70951,0.62,79254,11263.0,46.9,85.3,37170.0,67604.0,2.0,0.15,58.0,53.0,5.0,0.0,1,1,Pôle industriel Arzew,0,14,12,1,0,1,0,0,0,0,SAA|ALLIANCE|CAAR,0,0,5.0,0.0,27877500.0,43.9297087484155,43.89,35.8044,-0.3214,أرزيو,31006,82,3
Sidi Amar,Saïda,Commune,7715,8991,1.54,11843,41684.0,38.8,92.8,41037.0,98150.0,4.0,0.25,30.0,23.0,7.0,0.0,0,0,,0,1,0,0,0,0,0,0,1,0,CIAR,0,0,0.0,0.0,30777750.0,15.378893137173172,43.27,35.0264293,0.1049602,يدي عمر,20008,83,2
Sidi Amar,Annaba,Commune,72889,83254,1.34,105765,41684.0,38.8,92.8,41037.0,98150.0,4.0,0.25,30.0,23.0,7.0,0.0,0,0,,0,1,0,0,0,0,0,0,1,0,CIAR,0,0,7.0,6.0,30777750.0,65.37889313717318,43.27,35.0264293,0.1049602,يدي عمر,20008,83,3
Sidi Amar,Tipaza,Commune,10906,13332,2.03,19139,41684.0,38.8,92.8,41037.0,98150.0,4.0,0.25,30.0,23.0,7.0,0.0,0,0,,0,1,0,0,0,0,0,0,1,0,CIAR,0,0,1.0,0.0,30777750.0,15.378893137173172,43.27,35.0264293,0.1049602,يدي عمر,20008,83,3
Bounoura,Ghardaïa,Commune,27775,35405,2.46,54803,16437.0,38.2,52.8,20935.0,28936.0,1.0,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,3.0,3.0,15701250.0,45.34553275889369,43.04,32.4194,3.7079,بونورة,47010,86,3
Hammam Dhalaa,M'Sila,Commune,34785,39850,1.37,50897,7950.0,41.0,86.6,20868.0,44077.0,1.0,0.1,73.0,24.0,48.0,1.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,3.0,3.0,15651000.000000002,45.32042405601116,43.04,35.9303231,4.2004576,حمـام الضلعة,28003,86,6
Aïn Sidi Ali,Laghouat,Commune,4220,10486,9.53,53969,6079.0,36.3,87.9,19591.0,47439.0,1.0,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,3.0,3.0,14693250.000000002,44.84185967420522,42.89,34.1666661,1.5412452,عين سيدي علي,03011,88,3
Kais,Khenchela,Commune,28724,34383,1.81,47525,5606.0,41.1,83.8,19533.0,39826.0,1.0,0.1,9.0,9.0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,3.0,3.0,14649750.000000002,44.82012378215765,42.89,35.4305,6.9241,قايس,40003,88,1
Aïn Tedles,Mostaganem,Commune,31685,38823,2.05,55965,6794.0,42.5,88.8,23785.0,49697.0,4.0,0.25,6.0,3.0,3.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,3.0,3.0,17838750.0,46.41358952330004,42.61,,,,,90,1
Raïs Hamidou,El Djazaïr [Algiers],Commune,21518,28451,2.83,47036,151950.0,49.0,89.8,23048.0,42238.0,4.0,0.25,64.0,43.0,21.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,3.0,3.0,17286000.0,46.13739379159216,42.61,36.8077359,2.9921434,الرايس حميدو,16025,90,9
Oued Fodda,Chlef,Commune,36187,41710,1.43,53861,41710.0,41.4,94.1,22298.0,50683.0,4.0,0.25,19.0,15.0,4.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,3.0,3.0,16723500.000000002,45.85632622201153,42.46,36.1995109,1.4672731,واد الفضة,02029,92,4
Bordj Badji Mokhtar,Adrar,Commune,9323,16437,5.83,45615,69052.0,48.9,94.6,22306.0,43152.0,4.0,0.25,5.0,4.0,1.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,3.0,3.0,16729500.0,45.859324276087065,42.46,22.9676154,-3.946422,برج باجي مختار,01025,92,2
Babar,Khenchela,Commune,28182,34844,2.14,51052,23841.0,44.5,89.0,22718.0,45436.0,4.0,0.25,9.0,8.0,1.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,3.0,3.0,17038500.0,46.01372406097668,42.46,35.1053,7.0999,بابار,40013,92,2
Bordj Menaïel,Boumerdès,Commune,53782,64820,1.88,90707,18266.0,46.2,93.9,41907.0,85174.0,2.0,0.15,91.0,81.0,10.0,0.0,0,0,,0,4,2,0,1,0,0,0,1,0,SAA|AXA|CIAR,0,0,6.0,2.0,31430250.0,40.70493151788669,42.45,36.6783,3.7244,برج منايل,35005,95,4
Larbatache,Boumerdès,Commune,15791,19356,2.06,27922,6693.0,44.1,94.7,12314.0,26442.0,4.0,0.25,64.0,22.0,40.0,2.0,1,1,Nouvelle ZI ANIREF (136 ha),0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,9235500.0,47.114754735754325,42.42,36.5725,3.3728,الأربعطاش,35021,96,5
Echatt,El Tarf,Commune,26758,34378,2.54,53972,88801.0,46.2,94.3,24935.0,50896.0,2.0,0.15,193.0,59.0,126.0,8.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,3.0,3.0,18701250.0,46.844559796657,41.85,36.7664,7.8745,الشط,36018,97,1
Guerouaou,Blida,Commune,12043,17297,3.69,33189,,43.4,93.75,24123.0,49416.5,4.0,0.25,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,2.0,2.0,18092250.0,34.04025730799104,41.85,,,,,97,7
Corso,Boumerdès,Commune,13118,20705,4.67,47081,8505.0,44.7,95.3,21045.0,44868.0,4.0,0.25,74.0,58.0,16.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,3.0,3.0,15783750.0,45.38675600243218,41.7,36.6937,3.4332,قورصو,35019,99,6
Misserghin,Oran,Commune,18089,25443,3.47,47016,33939.0,45.9,93.3,21580.0,43866.0,2.0,0.15,20.0,18.0,1.0,1.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,3.0,3.0,16185000.0,45.58725086873302,41.57,,,,,100,4
Béni Saf,Aïn Témouchent,Commune,39668,42284,0.64,47435,64685.0,45.0,93.8,21346.0,44494.0,2.0,0.15,2.0,2.0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,3.0,3.0,16009500.0,45.49955778702387,41.57,35.2366,-1.3843,بني صاف,46023,100,2
Collo,Skikda,Commune,31480,35682,1.26,44709,35682.0,48.4,96.2,21639.0,43010.0,2.0,0.15,7.0,5.0,2.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,2.0,2.0,16229250.0,33.10936151754003,41.57,37.0006567,6.537659,القل,21010,100,3
Oued Zenati,Guelma,Commune,27254,32870,1.89,46054,12300.0,46.4,94.1,21369.0,43337.0,2.0,0.15,4.0,4.0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,3.0,3.0,16026750.0,45.50817719249101,41.57,36.3153995,7.1469496,وادي الزناتي,24004,100,1
Merouana,Batna,Commune,34788,38656,1.06,46734,29504.0,41.5,96.1,19395.0,44911.0,1.0,0.1,10.0,10.0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,3.0,3.0,14546250.0,44.76840734935482,40.74,35.6417881,5.8172903,مروانة,05004,104,2
Bouarfa,Blida,Commune,30258,35910,1.73,48875,3403.0,42.4,91.1,20723.0,44525.0,4.0,0.25,50.0,48.0,2.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,3.0,3.0,15542250.000000002,45.26608432589224,40.66,36.4151693,2.7284692,بوعرفة,09024,105,8
Guidjel,Sétif,Commune,27891,33685,1.91,47314,12906.0,42.8,94.0,20250.0,44475.0,2.0,0.15,90.0,90.0,0.0,0.0,0,1,ZA,0,0,0,0,0,0,0,0,0,0,,0,0,3.0,3.0,15187500.0,45.088824378676726,40.63,36.0807516,5.4235957,قجــال,19017,106,2
Sayada,Mostaganem,Commune,21900,28675,2.73,46581,14530.0,42.5,91.0,19797.0,42389.0,2.0,0.15,60.0,41.0,19.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,3.0,3.0,14847750.0,44.919059566650034,40.53,35.9321147,0.0894758,صيادة,27002,107,2
Aoulef,Adrar,Commune,15229,21723,3.62,41169,134699.0,49.1,92.2,20214.0,37958.0,2.0,0.15,1.0,1.0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,2.0,2.0,15160500.0,32.575333135336855,40.53,26.9710733,1.059451,أولف,01012,107,3
Djelida,Aïn Defla,Commune,30371,36076,1.74,49180,36076.0,41.1,85.1,20213.0,41852.0,2.0,0.15,43.0,13.0,29.0,1.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,3.0,3.0,15159750.000000002,45.07495837857741,40.53,36.1357,2.0847,جليدة,44007,107,1
Ghriss,Mascara,Commune,22151,28823,2.67,46298,4483.0,43.1,83.2,19954.0,38520.0,2.0,0.15,6.0,6.0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,3.0,3.0,14965500.0,44.977896377882246,40.53,35.1839,0.162,غريس,29012,107,3
Aïn Fakroun,Oum El Bouaghi,Commune,47237,55282,1.59,73371,8036.0,43.5,82.6,31916.0,60604.0,1.0,0.1,,,,,0,0,,0,2,0,1,0,0,0,0,1,0,ALLIANCE|CIAR,0,0,4.0,2.0,23937000.000000004,36.9607367343134,40.43,,,,,111,2
Sedrata,Souk Ahras,Commune,47297,53218,1.19,65806,53218.0,46.4,94.0,30534.0,61858.0,2.0,0.15,2.0,2.0,0.0,0.0,0,0,,0,1,0,0,0,0,0,0,1,0,CIAR,0,0,4.0,3.0,22900500.0,48.94282289276618,39.89,36.0658,7.5311,سدراتة,41002,112,1
Ras El Oued,Bordj Bou Arreridj,Commune,42345,51482,1.97,73180,26042.0,39.7,95.1,29052.0,69594.0,2.0,0.15,53.0,31.0,22.0,0.0,0,0,,0,1,0,0,0,0,0,0,1,0,CIAR,0,0,4.0,3.0,21789000.000000004,48.38743337527488,39.89,35.8846,5.0372,رأس الوادي,34002,112,1
El Djazaïr,El Djazaïr [Algiers],Commune,96329,75541,-2.4,48770,,48.0,93.35,29822.5,57347.0,4.0,0.25,,,,,0,0,,0,1,1,0,0,0,0,0,0,0,SAA,0,0,3.0,2.0,22366875.0,36.17618345842403,39.86,,,,,114,10
Tessala El Merdja,El Djazaïr [Algiers],Commune,10792,15847,3.92,31642,,48.0,93.35,29822.5,57347.0,4.0,0.25,,,,,0,0,,0,1,0,0,0,0,0,0,1,0,CIAR,0,0,2.0,1.0,22366875.0,23.67618345842403,39.86,,,,,114,10
El Hammamet,El Djazaïr [Algiers],Commune,19651,23990,2.02,34355,,48.0,93.35,29822.5,57347.0,4.0,0.25,,,,,0,0,,0,1,1,0,0,0,0,0,0,0,SAA,0,0,2.0,1.0,22366875.0,23.67618345842403,39.86,36.8024015,2.9559659,الحمامات,16024,114,10
Hammam Bou Hadjar,Aïn Témouchent,Commune,29633,33939,1.37,43327,9599.0,44.7,90.2,19367.0,39081.0,2.0,0.15,10.0,3.0,0.0,7.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,2.0,2.0,14525250.0,32.25791416009047,38.59,,,,,117,3
Draâ El Mizan,Tizi Ouzou,Commune,37628,38886,0.33,41257,12791.0,46.8,90.8,19308.0,37461.0,2.0,0.15,82.0,78.0,4.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,2.0,2.0,14481000.000000002,32.235803511283464,38.59,36.5470073,3.7377549,ذراع الميزان,15010,117,1
El Kala,El Tarf,Commune,24793,28411,1.37,36305,23135.0,53.5,92.5,19423.0,33582.0,2.0,0.15,9.0,4.0,5.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,2.0,2.0,14567250.000000002,32.27890053861916,38.59,36.8324,8.443,القالة,36005,117,2
Illizi,Illizi,Province Capital,10163,17252,5.43,44721,,41.8,93.7,47272.0,12312.0,0.0,0.0,7.0,6.0,1.0,0.0,0,0,,0,3,1,0,0,0,1,0,1,0,SAA|CAAT|CIAR,0,0,2.0,0.0,35454000.0,17.715501532286723,38.33,26.4361,8.4842,إلـيـزي,33001,120,1
Remchi,Tlemcen,Commune,39525,46999,1.75,64192,46999.0,46.4,93.9,29785.0,60276.0,1.0,0.1,1.0,1.0,0.0,0.0,0,0,,0,2,1,1,0,0,0,0,0,0,SAA|ALLIANCE,0,0,4.0,2.0,22338750.0,36.162130079945,38.25,35.0550485,-1.4635847,الرمشي,13004,121,2
Saoula,El Djazaïr [Algiers],Commune,31388,41690,2.88,69489,20705.0,46.7,96.3,32451.0,66918.0,4.0,0.25,204.0,130.0,71.0,3.0,0,0,,0,2,0,0,0,0,0,0,2,0,CIAR,0,0,4.0,2.0,24338250.000000004,37.16123160061424,37.92,36.6866758,3.0056614,السحاولة,16057,122,13
Aïn El Hadjel,M'Sila,Commune,27661,33046,1.79,45517,10716.0,42.2,92.1,19208.0,41921.0,1.0,0.1,151.0,75.0,76.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,3.0,3.0,14406000.000000002,44.69832783533938,37.5,35.6184864,3.6830434,عين الحجل,28017,123,7
Sobha,Chlef,Commune,28646,34455,1.86,48039,34455.0,39.0,90.2,18735.0,43331.0,4.0,0.25,26.0,2.0,24.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,3.0,3.0,14051250.0,44.52106788812387,35.88,36.1084781,1.1017012,صبحة,02008,124,5
Ouled Fares,Chlef,Commune,30068,34891,1.5,45605,34891.0,40.8,92.2,18607.0,42048.0,4.0,0.25,9.0,4.0,5.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,3.0,3.0,13955250.0,44.47309902291545,35.88,36.2302131,1.0951463,أولاد فارس,02010,124,5
Djasr Kasentina,El Djazaïr [Algiers],Commune,82729,133247,4.88,314237,,48.0,93.35,29822.5,57347.0,4.0,0.25,,,,,0,0,,0,2,2,0,0,0,0,0,0,0,SAA,0,0,20.0,18.0,22366875.0,61.17618345842403,35.83,36.6927735,3.0610977,جسر قسنطينة,16026,126,14
Assela,Naâma,Commune,4784,6592,3.26,11739,,43.9,89.35,28664.0,40505.0,1.5,0.125,,,,,0,0,,0,1,1,0,0,0,0,0,0,0,SAA,0,0,0.0,0.0,21498000.0,10.742027752611834,35.67,32.9372,-0.0769,عسلة,45007,127,8
Aïn Lahdjar,Sétif,Commune,29871,34338,1.4,44129,16075.0,41.4,90.3,18269.0,39848.0,2.0,0.15,34.0,28.0,6.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,2.0,2.0,13701750.0,31.846431238224447,35.34,35.960213,5.4198543,عين لحجـر,19018,128,3
Bousfer,Oran,Commune,11136,17243,4.47,37879,11856.0,49.4,89.8,18712.0,34015.0,2.0,0.15,13.0,11.0,2.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,2.0,2.0,14034000.0,32.01244848265674,35.34,35.6461,-0.8102,بوسفر,31016,128,5
Beidha Bordj,Sétif,Commune,31250,35276,1.22,43874,9311.0,41.3,90.8,18120.0,39838.0,2.0,0.15,9.0,9.0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,2.0,2.0,13590000.0,31.790592481067765,35.34,35.8379281,5.5996773,بيضاء برج,19029,128,3
El Idrissia,Djelfa,Commune,21279,32900,4.45,72084,9926.0,37.6,48.0,27104.0,34600.0,1.0,0.1,1.0,1.0,0.0,0.0,0,0,,0,1,1,0,0,0,0,0,0,0,SAA,0,0,4.0,3.0,20328000.0,47.65740720788415,35.24,34.4515826,2.5095583,الإدريسية,17014,131,6
El Mahmal,Khenchela,Commune,30484,38706,2.42,59491,7193.0,37.2,92.3,22131.0,54910.0,1.0,0.1,8.0,8.0,0.0,0.0,0,0,,0,1,0,0,0,0,0,0,1,0,CIAR,0,0,3.0,2.0,16598250.0,33.29374184318492,35.18,35.3095,7.2125,المحمل,40017,132,3
Magra,M'Sila,Commune,31749,39250,2.14,57496,72062.0,39.2,91.1,22538.0,52379.0,1.0,0.1,16.0,15.0,1.0,0.0,0,0,,0,1,0,0,0,0,0,0,1,0,CIAR,0,0,3.0,2.0,16903500.0,33.44626784427733,35.18,35.6076161,4.9762812,مقرة,28011,132,8
Saïda,Saïda,Province Capital,115166,128413,1.09,156215,,41.9,89.8,187436.0,14339.5,1.0,0.1,35.0,29.0,6.0,0.0,0,0,,0,9,1,1,1,1,4,0,1,0,SAA|ALLIANCE|AXA|CAAR|CAAT|CIAR,0,0,10.0,1.0,140577000.00000003,32.5,34.91,34.84194,0.1133388,سعيدة,20001,134,3
Aïn El Turk,Oran,Commune,26251,37010,3.49,68680,,45.9,90.55,16530.0,31606.5,2.0,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,4.0,4.0,12397500.0,56.19472923355685,34.22,,,,,135,6
Filfila,Skikda,Commune,25149,28996,1.43,37464,28996.0,44.3,96.3,16597.0,36078.0,2.0,0.15,28.0,13.0,14.0,1.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,2.0,2.0,12447750.0,31.219837936439387,34.22,36.8880361,7.0082877,فلفلة,21030,135,4
Medjana,Bordj Bou Arreridj,Commune,16112,22402,3.35,40545,26037.0,40.8,93.3,16542.0,37828.0,2.0,0.15,86.0,60.0,23.0,3.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,2.0,2.0,12406500.0,31.199226314670145,34.22,36.0669,4.6692,مجانة,34013,135,2
El Kerma,Oran,Commune,13637,23163,5.44,60108,,45.9,90.55,16530.0,31606.5,2.0,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,4.0,4.0,12397500.0,56.19472923355685,34.22,,,,,135,6
In Salah,Tamanrasset,Commune,28022,32518,1.5,42506,8498.0,42.0,89.2,17853.0,37915.0,0.0,0.0,5.0,5.0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,2.0,2.0,13389750.000000002,31.690532426297064,34.17,27.1955358,2.4666218,عين صالح,11008,139,1
Sidi Ali,Mostaganem,Commune,31840,37230,1.58,49334,10446.0,44.3,85.9,21855.0,42378.0,2.0,0.15,15.0,11.0,4.0,0.0,0,0,,0,1,0,0,0,0,0,0,1,0,CIAR,0,0,3.0,2.0,16391250.0,33.19030897757925,33.92,36.0968612,0.3972458,سيدي علي,27012,140,3
Soumaa,Blida,Commune,31451,37461,1.76,51319,29291.0,42.7,92.7,21913.0,47573.0,4.0,0.25,262.0,190.0,38.0,34.0,0,0,,0,1,0,0,0,0,0,0,1,0,CIAR,0,0,3.0,2.0,16434750.000000002,33.212044869626816,33.92,36.507015,2.8509281,صومعة,09014,140,9
Aïn Taya,El Djazaïr [Algiers],Commune,29515,34501,1.57,45693,20611.0,49.4,94.6,22572.0,43226.0,4.0,0.25,71.0,63.0,8.0,0.0,0,0,,0,1,0,0,0,0,0,0,1,0,CIAR,0,0,3.0,2.0,16929000.000000004,33.45900957409832,33.92,36.7880614,3.2742797,عين طاية,16038,140,15
Sidi Khettab,Relizane,Commune,12594,14074,1.12,17190,10173.0,43.1,87.8,7409.0,15093.0,2.0,0.15,3.0,0.0,0.0,3.0,1,1,ZI Mega pole Sidi Khettab,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,5556750.000000001,45.27657283069708,33.85,35.8479,0.5109,سيدي خطاب,48010,143,2
Aïn El Ibel,Djelfa,Commune,20436,28406,3.35,51385,7744.0,38.9,56.2,19989.0,28878.0,1.0,0.1,,,,,0,0,,0,1,0,0,0,1,0,0,0,0,CAAR,0,0,3.0,2.0,14991750.0,32.49101286446267,33.83,34.3539985,3.2157325,عين الابل,17030,144,7
Sebdou,Tlemcen,Commune,35836,39800,1.05,48073,39800.0,42.4,94.0,20383.0,45189.0,1.0,0.1,,,,,0,0,,0,1,0,1,0,0,0,0,0,0,ALLIANCE,0,0,3.0,2.0,15287250.000000002,32.63866702768235,33.83,34.6392357,-1.3469271,سبدو,13035,144,3
Sidi Lahcene,Sidi Bel Abbès,Commune,15016,20999,3.41,38402,2373.0,45.5,88.6,17473.0,34024.0,1.0,0.1,3.0,3.0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,2.0,2.0,13104750.000000002,31.548124857709556,33.81,35.1925854,-0.8112957,سيدي لحسن,22014,146,2
Rahouia,Tiaret,Commune,19644,24983,2.43,38512,3062.0,44.4,83.2,17099.0,32042.0,1.0,0.1,12.0,8.0,4.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,2.0,2.0,12824250.0,31.40796582967868,33.81,35.5308956,1.0130642,رحوية,14014,146,4
Doucen,Biskra,Commune,21212,26455,2.23,39371,21541.0,43.3,90.0,17048.0,35434.0,1.0,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,2.0,2.0,12786000.000000002,31.3888532349472,33.81,34.6197821,4.9863232,الدوسن,07009,146,4
Benhar,Djelfa,Commune,10380,17207,5.18,42738,10359.0,42.3,73.5,18078.0,31412.0,1.0,0.1,2.0,0.0,0.0,2.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,2.0,2.0,13558500.000000002,31.77485269717125,33.81,35.4848362,3.0055036,بنهار,17032,146,8
Dhayet Bendhahoua,Ghardaïa,Commune,9199,12643,3.23,22410,,40.1,94.6,16659.0,25684.0,1.0,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,12494250.0,18.74307285552472,33.81,32.4704,3.6063,ضاية بن ضحوة,47003,146,4
Tazoult,Batna,Commune,22114,27493,2.2,40684,11513.0,43.2,93.9,17575.0,38202.0,1.0,0.1,25.0,25.0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,2.0,2.0,13181250.0,31.58635004717252,33.81,35.470362,6.1694644,تازولت,05008,146,3
Hassi Gara,Ghardaïa,Commune,13911,17801,2.5,27746,,40.1,94.6,16659.0,25684.0,1.0,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,12494250.0,18.74307285552472,33.81,30.4842,2.9141,حاسي قارة,47012,146,4
El Menia (El Goléa),Ghardaïa,Commune,28848,40195,3.37,73025,,40.1,94.6,16659.0,25684.0,1.0,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,4.0,4.0,12494250.0,56.24307285552472,33.81,,,,,146,4
Mahdia,Tiaret,Commune,30264,33082,0.89,38832,6658.0,44.2,90.1,17164.0,34988.0,1.0,0.1,10.0,7.0,3.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,2.0,2.0,12873000.0,31.43232501904233,33.81,35.4312648,1.7415474,المھدية,14015,146,4
Hassi Fehal,Ghardaïa,Commune,2164,3651,5.37,9360,,40.1,94.6,16659.0,25684.0,1.0,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,12494250.0,6.243072855524718,33.81,31.5364,3.6749,حاسي الفحل,47011,146,4
Chiffa,Blida,Commune,26703,34268,2.53,53688,260.0,44.5,94.9,23891.0,50950.0,4.0,0.25,18.0,17.0,1.0,0.0,0,0,,0,1,0,0,0,0,1,0,0,0,CAAT,0,0,3.0,2.0,17918250.0,33.95331373980077,33.54,36.444398,2.6691173,الشفة,09011,156,10
Miliana,Aïn Defla,Commune,39662,44201,1.09,53720,44201.0,44.4,93.2,23852.0,50067.0,2.0,0.15,8.0,4.0,2.0,2.0,0,0,,0,1,0,0,0,0,0,0,1,0,CIAR,0,0,3.0,2.0,17889000.000000004,33.93869822618258,33.54,36.2266,2.211,مليانة,44002,156,2
Chebli,Blida,Commune,21506,29660,3.27,52902,12529.0,45.6,94.2,24123.0,49834.0,4.0,0.25,63.0,35.0,28.0,0.0,0,0,,0,1,1,0,0,0,0,0,0,0,SAA,0,0,3.0,2.0,18092250.0,34.04025730799104,33.54,36.5685763,2.9433463,الشبلي,09002,156,10
Messaoud Boudjriou,Constantine,Commune,7975,9050,1.27,11363,,45.9,94.35,34390.0,58031.0,2.0,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,25792500.0,12.887884957170002,33.06,,,,,159,2
Beni Hamiden,Constantine,Commune,8197,9397,1.38,12017,,45.9,94.35,34390.0,58031.0,2.0,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,25792500.0,12.887884957170002,33.06,36.5203461,6.4731762,بني حميدان,25008,159,2
Ouled Rahmoune,Constantine,Commune,20434,26132,2.49,40686,,45.9,94.35,34390.0,58031.0,2.0,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,2.0,2.0,25792500.0,37.88788495717,33.06,36.1816075,6.5482917,أولاد رحمون,25009,159,2
Benkhelil,Blida,Commune,22361,29404,2.78,48134,34268.0,43.4,93.3,20890.0,44909.0,4.0,0.25,32.0,14.0,16.0,2.0,0,0,,0,1,1,0,0,0,0,0,0,0,SAA,0,0,3.0,2.0,15667500.0,32.82866870471886,32.58,,,,,162,12
Kherrata,Béjaïa,Commune,31743,35077,1.0,41985,8766.0,40.1,93.4,16836.0,39214.0,2.0,0.15,8.0,5.0,3.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,2.0,2.0,12627000.000000002,31.309404801945742,32.35,36.4719307,5.2047107,خراطة,06044,163,1
Berhoum,M'Sila,Commune,17838,23620,2.85,39153,33046.0,43.8,89.5,17149.0,35042.0,2.0,0.15,24.0,8.0,16.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,2.0,2.0,12861750.0,31.426703667650724,32.35,35.6351693,4.9263356,برهوم,28012,163,9
Salah Bey,Sétif,Commune,21855,27175,2.2,40224,7578.0,41.8,89.0,16814.0,35799.0,2.0,0.15,1.0,1.0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,2.0,2.0,12610500.0,31.301160153238044,32.35,35.8237361,5.2648518,صـالح باي,19039,163,5
El Hadaiek,Skikda,Commune,12288,18002,3.89,35796,18002.0,47.6,95.2,17039.0,34078.0,2.0,0.15,18.0,11.0,7.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,2.0,2.0,12779250.0,31.385480424112234,32.35,,,,,163,5
